rid,title,english,synonyms,meaning,conjugation,likes,views,createdAt,updatedAt
8951,mkandaa,medicinal tree,"mkoko, msindi",mti wenye majani madogo unaotumiwa kutengeneza boriti na ambao magome yake hufanywa dawa ya kuhifadhia ngozi za wanyama,,0,0,2023-02-19 13:59:46.892+00,2023-02-19 13:59:46.892+00
8952,mkandaji,joint cracker,,mtu anayechua viungo vya mtu vilivyoteguka au kuvimba,,0,0,2023-02-19 13:59:46.892+00,2023-02-19 13:59:46.892+00
8953,mkandamizaji,oppressor,,mtu anayewaonea watu na kuwanyima haki zao,,0,0,2023-02-19 13:59:46.892+00,2023-02-19 13:59:46.892+00
8954,mkandarasi,contractor,kandarasi,kampuni inayojenga au kusambaza vifaa kwa mkataba,,0,0,2023-02-19 13:59:46.892+00,2023-02-19 13:59:46.892+00
8955,mkangaja,leafy tree,,mti wa jamii ya mchenza uzaao matunda madogo sawa na ndimu aghalabu huwa na majani mengi,,0,0,2023-02-19 13:59:46.892+00,2023-02-19 13:59:46.892+00
8956,mkando,bar,mkuo,kipande cha sabuni au madini chenye umbo la mstatili,,0,0,2023-02-19 13:59:46.893+00,2023-02-19 13:59:46.893+00
8957,mkanganyiko,confusion,,hali ya kuchanganyikiwa mawazo,,0,0,2023-02-19 13:59:46.893+00,2023-02-19 13:59:46.893+00
8958,mkangazi,hardwood tree,,mti mgumu wenye mbao nyekundu unaofaa kutengenezea samani,,0,0,2023-02-19 13:59:46.893+00,2023-02-19 13:59:46.893+00
8959,mkanya,medicinal tree,,mti unaotoa maua meupe ambayo hutumiwa kama dawa,,0,0,2023-02-19 13:59:46.893+00,2023-02-19 13:59:46.893+00
8960,mkarafuu,clove tree,,"mti wenye  majani membamba na tumba ambazo zikikaushwa hufanywa kiungo cha chakula au dawa, mti unaozaa karafuu",,0,0,2023-02-19 13:59:46.893+00,2023-02-19 13:59:46.893+00
8961,mkanju,cashew tree,"mkorosho, mbibo",mti unaozaa kanju au korosho,,0,0,2023-02-19 13:59:46.893+00,2023-02-19 13:59:46.893+00
8962,mkaragazo,heavy rain,,mvua nyingi inyeshayo kwa vishindo,,0,0,2023-02-19 13:59:46.893+00,2023-02-19 13:59:46.893+00
8963,mkaragazo,strong tobacco,,tumbaku kali mno,,0,0,2023-02-19 13:59:46.893+00,2023-02-19 13:59:46.893+00
8964,mkarakala,whitewood tree,"mtutu, mkarati",mti wa mbao ambao mbao zake ni nyeupe,,0,0,2023-02-19 13:59:46.893+00,2023-02-19 13:59:46.893+00
8965,mkarambati,hardwood tree,,mti wa mbao nzuri na ngumu kama mninga,,0,0,2023-02-19 13:59:46.893+00,2023-02-19 13:59:46.893+00
8966,mkarara,refrain,,maneno yaliyo katika msitari wa mwisho wa ubeti au wimbo ambayo hukaririwa kila mara wakati wa kusoma shairi au mwimbaji kuitikiwa,,0,0,2023-02-19 13:59:46.893+00,2023-02-19 13:59:46.893+00
8967,mkarati,whitewood tree,mkakala,mti wenye mbao nyeupe,,0,0,2023-02-19 13:59:46.893+00,2023-02-19 13:59:46.893+00
8968,mkasa,misfortune,,"tukio la kutisha linalomfika mtu kwa mfano msiba, ajali au mgogoro| kisa au kituko cha kuwafanya watu wacheke",,0,0,2023-02-19 13:59:46.893+00,2023-02-19 13:59:46.893+00
8969,mkasabu,elegant person,,"tanashati, -enye kuvutia: Samsoni daima ni mkasabu kwa mavazi yake.",,0,0,2023-02-19 13:59:46.893+00,2023-02-19 13:59:46.893+00
8970,mkasi,scissors,,"kifaa cha madini ya chuma chenye visu viwili ambavyo huunganishwa kwa msumari mdogo na hutumiwa kukatia vitu kwa mfano vitawi vya miti, nguo, karatasi na kadhalika",,0,0,2023-02-19 13:59:46.893+00,2023-02-19 13:59:46.893+00
8971,mkasiri,dye tree,mpesi,mti wenye magome yanayotengenezea rangi ya kusugulia mishipi ili kuiimarisha,,0,0,2023-02-19 13:59:46.893+00,2023-02-19 13:59:46.893+00
8972,mkata,poor person,fukara,mtu asiyekuwa na chochote,,0,0,2023-02-19 13:59:46.893+00,2023-02-19 13:59:46.893+00
8973,mkataa,lump sum work,"uamuzi, hukumu","mapatano ya malipo kwa ajili ya kazi ya jumla: Nimepata kazi ya mkataa.| kauli ya mwisho ya kumaliza jambo, mwisho wa jambo",,0,0,2023-02-19 13:59:46.893+00,2023-02-19 13:59:46.893+00
8974,mkataba,contract,,"makubaliano yanayofanywa kwa maandishi baina ya watu, nchi au kampuni mbili au zaidi kwa ajili ya jambo fulani",,0,0,2023-02-19 13:59:46.893+00,2023-02-19 13:59:46.893+00
8975,mkatafungo,ridged tree,,mti wenye magome yaliyo na kambakamba,,0,0,2023-02-19 13:59:46.893+00,2023-02-19 13:59:46.893+00
8976,mkatale,slave tree,,mti ambao ulitengenezwa maalumu kwa ajili ya kufungia watumwa miguuni,,0,0,2023-02-19 13:59:46.893+00,2023-02-19 13:59:46.893+00
8977,mkatavu,stubborn person,,mtu mwenye tabia ya kukataa kila jambo analoagizwa kufanya,,0,0,2023-02-19 13:59:46.893+00,2023-02-19 13:59:46.893+00
8978,mkate,bread,,chakula kinachotengenezwa kwa kukandwa unga wa ngano au mchele na kuokwa au kuchomwa| kitu kilichopondwapondwa na kufinyangwa kama mkate,,0,0,2023-02-19 13:59:46.893+00,2023-02-19 13:59:46.893+00
8979,mkate wa boflo,loaf bread,,mkate wa ngano wenye umbo la mstatili,,0,0,2023-02-19 13:59:46.893+00,2023-02-19 13:59:46.893+00
8980,mkate wa mofa,round bread,,"mkate wenye umbo la duara unaotengenezwa kwa unga wa mtama, uwele au mahindi",,0,0,2023-02-19 13:59:46.893+00,2023-02-19 13:59:46.893+00
8981,mkate wa tumbaku,tobacco cake,,tumbaku iliyopondwa na kufinyangwa kama mkate,,0,0,2023-02-19 13:59:46.893+00,2023-02-19 13:59:46.893+00
8982,mkato,cutting,,tendo la kukata| muhtasari wa masimulizi: Alitusimulia kwa mkato.| namna iliyo fupi ya kufanya jambo: Anataka utajiri kwa njia ya mkato; Hii ndiyo njia ya mkato itakayokufikisha mjini.,,0,0,2023-02-19 13:59:46.893+00,2023-02-19 13:59:46.893+00
8983,mkato,comma,koma,"alama ya kituo inayotumiwa katika maandishi kumwashiria msomaji kusimama kidogo kisha aendelee (,)",,0,0,2023-02-19 13:59:46.893+00,2023-02-19 13:59:46.893+00
8984,mkatoliki,Catholic,,mtu aliye muumini wa dini ya Kikristo ya madhehebu ya Kikatoliki,,0,0,2023-02-19 13:59:46.893+00,2023-02-19 13:59:46.893+00
8985,mkaumwa,stomach remedy plant,,mmea ambao mizizi yake hufanywa dawa ya tumbo kwa mfano kuharisha,,0,0,2023-02-19 13:59:46.893+00,2023-02-19 13:59:46.893+00
8986,mkayakaya,flowering tree,"mkrismasi, mkayamba","mti wenye majani madogo, tumba ndefu na bapa na maua ya njano na mekundu ambayo huchanua sana mwezi wa Desemba",,0,0,2023-02-19 13:59:46.893+00,2023-02-19 13:59:46.893+00
8987,mkaza,wife of,,mke wa,,0,0,2023-02-19 13:59:46.893+00,2023-02-19 13:59:46.893+00
8988,mkawini,creator,muumbaji,jina la kutaja sifa za uumbaji za Mwenyezi Mungu,,0,0,2023-02-19 13:59:46.893+00,2023-02-19 13:59:46.893+00
8989,mkazamjomba,wife of uncle,,mke wa mjomba,,0,0,2023-02-19 13:59:46.893+00,2023-02-19 13:59:46.893+00
8990,mkazamwana,daughter-in-law,,mke wa mwana,,0,0,2023-02-19 13:59:46.893+00,2023-02-19 13:59:46.893+00
8991,mkazi,resident,,"mtu anayeishi sehemu fulani kwa mfano kijiji, mji, nchi na kadhalika",,0,0,2023-02-19 13:59:46.893+00,2023-02-19 13:59:46.893+00
8992,mkazo,emphasis,,utamkaji wa kutia msisitizo katika silabi fulani ya neno,,0,0,2023-02-19 13:59:46.893+00,2023-02-19 13:59:46.893+00
8993,mkazo,fastening,,namna ya kukifunga kitu kwa kukikaza ili kiimarike na kuwa thabiti,,0,0,2023-02-19 13:59:46.893+00,2023-02-19 13:59:46.893+00
8994,mkebe,small container,,"kopo aghalabu dogo la kuwekea vitu vidogovidogo kama vile sigara au ubani, kopo la kunywea maji",,0,0,2023-02-19 13:59:46.893+00,2023-02-19 13:59:46.893+00
8995,mke,wife,,mtu wa jinsia ya kike aliyeolewa,,0,0,2023-02-19 13:59:46.893+00,2023-02-19 13:59:46.893+00
8996,mkazo,emphasis,,tendo au tamko lifanywalo kwa nia ya kusisitiza jambo fulani,,0,0,2023-02-19 13:59:46.893+00,2023-02-19 13:59:46.893+00
8997,mkeka,mat,,"namna ya jamvi lililotengenezwa kwa ukili ambalo watu hutumia kukalia, kulalia au kuswalia",,0,0,2023-02-19 13:59:46.893+00,2023-02-19 13:59:46.893+00
8998,mkeka wa kazi,decorated mat,,mkeka ambao kili zake zimesukwa kwa urembo fulani,,0,0,2023-02-19 13:59:46.893+00,2023-02-19 13:59:46.893+00
8999,mkambe,splashing sound,,sauti ya pigo la maji lifanywalo na mtu au kiumbe kinachoogelea majini| sauti ya pigo la mkia wa chatu anapokamata windo lake,,0,0,2023-02-19 13:59:46.893+00,2023-02-19 13:59:46.893+00
9000,mkeka wa mfuto,plain mat,,mkeka wa kawaida usiokuwa na marembo yoyote,,0,0,2023-02-19 13:59:46.893+00,2023-02-19 13:59:46.893+00
9001,mkeketo,circumcision| state of being equal in height| style of female circumcision,,ukataji wa vitu ili viwe na urefu unaolingana| hali ya kuwa na kimo kilicho sawa: Maharusi wale wana mkeketo mmoja.| mtindo wa kutahiri mwanamke,,0,0,2023-02-19 13:59:46.893+00,2023-02-19 13:59:46.893+00
9002,mkekewa,climbing plant with jointed stem,,mmea unaotanda sana wenye shina la mibamiba na ambao mara nyingi hutambaa kwenye miti hadi kileleni,,0,0,2023-02-19 13:59:46.953+00,2023-02-19 13:59:46.953+00
9003,mkeketo,stomach rumbling| scraping something with a blunt knife,,kuuma kwa tumbo kwa kukeketa| kusigina kitu kwa kisu butu,,0,0,2023-02-19 13:59:46.953+00,2023-02-19 13:59:46.953+00
9004,mkembe,child under five years| adolescent who has reached puberty but not yet married,,mtoto mwenye umri ulio chini ya miaka mitano| kijana aliyekwisha balehe ambaye bado hajaoa wala kuolewa mwana mkembe kijana mchanga,,0,0,2023-02-19 13:59:46.953+00,2023-02-19 13:59:46.953+00
9005,mkemi,musician who plays kemo music,,mwanamuziki anayepiga muziki wa kemo,,0,0,2023-02-19 13:59:46.953+00,2023-02-19 13:59:46.953+00
9006,mkenge,multi-branched tree with paired leaves,mjohoro,mti wenye matawi mengi yaliyoanzia chini na majani yenye vijani vilivyojipanga katika jozi na vishada vya tumba nyembamba,,0,0,2023-02-19 13:59:46.953+00,2023-02-19 13:59:46.953+00
9007,mkereketwa,fanatic| enthusiast,,"mtu anayependa sana au anayeshabikia sana jambo, chama, imani au itikadi",,0,0,2023-02-19 13:59:46.953+00,2023-02-19 13:59:46.953+00
9008,mkemwenza,co-wife,,mwanamke aliyeolewa mitara,,0,0,2023-02-19 13:59:46.953+00,2023-02-19 13:59:46.953+00
9009,mkesha,brown-backed bird with white and brown mixed breast and belly,,ndege wa jamii ya shore mwenye rangi ya kahawia mgongoni na nyeupe iliyochanganyika na kahawia kifuani na tumboni,,0,0,2023-02-19 13:59:46.953+00,2023-02-19 13:59:46.953+00
9010,mkemia,pharmacist| chemist,,mtu anayetengeneza na kuuza dawa kwenye duka la dawa| mtaalamu katika elimu ya kemia,,0,0,2023-02-19 13:59:46.953+00,2023-02-19 13:59:46.953+00
9011,mkesha,eve| state of the sky being clear after clouds disappear| light rain,,siku inayotangulia siku yenye shughuli maalumu kwa mfano mwaka mpya: Mkesha wa Krismasi.| hali ya mbingu kuwa angavu baada ya mawingu kutoweka angani Mvua ya mkesha mvua za rasharasha zinazonyesha eneo fulani tu,,0,0,2023-02-19 13:59:46.953+00,2023-02-19 13:59:46.953+00
9012,Mkhufti,indigenous Egyptian before Arab invasion| Coptic Christian,,mwenyeji wa asili wa Misri kabla nchi hiyo haijavamiwa na kukaliwa na Waarabu| muumini wa madhehebu ya Kikristo ya Kikopti ambayo ni ya kanisa la asili la huko Misri,,0,0,2023-02-19 13:59:46.953+00,2023-02-19 13:59:46.953+00
9013,mkia,tail,,sehemu ya nyuma kabisa ya mwili inayotokeza kutoka kifupa cha uti wa mgongo wa mnyama au samaki inayoweza kupindika,,0,0,2023-02-19 13:59:46.953+00,2023-02-19 13:59:46.953+00
9014,mkiki,using force to obtain something,,utumiaji nguvu katika kupata kitu,,0,0,2023-02-19 13:59:46.953+00,2023-02-19 13:59:46.953+00
9015,mkilua,tree whose flowers women use as perfume,,mti wenye maua ambayo wanawake huyatumia kama manukato,,0,0,2023-02-19 13:59:46.953+00,2023-02-19 13:59:46.953+00
9016,mkikimkiki,matters done with force,mapambano,mambo yenye kufanyika kwa nguvu,,0,0,2023-02-19 13:59:46.953+00,2023-02-19 13:59:46.953+00
9017,mkimbiaji,runner,,mtu anayeshiriki mchezo wa kukimbia,,0,0,2023-02-19 13:59:46.953+00,2023-02-19 13:59:46.953+00
9018,mkimwa,impatient person| irritable person| unfriendly person,,"mtu anayekinai jambo au kukasirika upesi, mtu asiye na uvumilivu| mtu asiyekuwa mchangamfu",,0,0,2023-02-19 13:59:46.953+00,2023-02-19 13:59:46.953+00
9019,mkimbizi,person with a habit of leaving where they should be| refugee,,mtu mwenye tabia ya kuondoka mahali anapotakiwa kuwa| mtu anayekimbia nchi yake ili kunusuru maisha yake kutokana na vita au ukandamizwaji na kwenda kuishi nchi nyingine,,0,0,2023-02-19 13:59:46.953+00,2023-02-19 13:59:46.953+00
9020,mkimya,silent person,,mtu asiyependa kuongea; mtu mwenye tabia ya kukaa kimya,,0,0,2023-02-19 13:59:46.953+00,2023-02-19 13:59:46.953+00
9021,mkinda,drum played at weddings or funerals| drum played when placing the bride inside,,ngoma ichezwayo kwenye sherehe ya harusi au katika kumaliza msiba| ngoma inayochezwa wakati wa kumweka mwari ndani,,0,0,2023-02-19 13:59:46.953+00,2023-02-19 13:59:46.953+00
9022,mkindu,palm tree whose leaves are used for weaving,,mti wa jamii ya mtende ambao majani yake (kindu) husukia kili na matunda yake ni madogo kuliko tende,,0,0,2023-02-19 13:59:46.953+00,2023-02-19 13:59:46.953+00
9023,mkingamo,obstruction| hindrance,,uwekaji kitu kukingama njia ili isipitike| kikwazo anachowekewa mtu ili asifanikiwe analotaka: Alifanyiwa mikingamo ili asipande cheo.,,0,0,2023-02-19 13:59:46.953+00,2023-02-19 13:59:46.953+00
9024,mkingiri,plant with yellow and pinkish-purple flowers used as snake venom antidote,,mmea wenye maua ya njano na rangi ya pinki iliyochanganyika na zambarau ambao hufanyizwa dawa ya kutibu sumu ya nyoka,,0,0,2023-02-19 13:59:46.953+00,2023-02-19 13:59:46.953+00
9025,mkingu,tall,,mti mrefu na mgumu ambao aghalabu hautoi majani,,0,0,2023-02-19 13:59:46.953+00,2023-02-19 13:59:46.953+00
9026,mkinzani,dissenter,mpinzani,mtu mwenye mawazo yanayopingana na ya watu wengine,,0,0,2023-02-19 13:59:46.953+00,2023-02-19 13:59:46.953+00
9027,mkinzano,state of opposition,upinzani,hali ya kupingana,,0,0,2023-02-19 13:59:46.953+00,2023-02-19 13:59:46.953+00
9028,mkirika,plant suitable for making fences,,mmea unaofaa sana kutengenezea uzio,,0,0,2023-02-19 13:59:46.953+00,2023-02-19 13:59:46.953+00
9029,mkiritimba,monopolist,,mtu anayependa kuhodhi biashara au mamlaka peke yake,,0,0,2023-02-19 13:59:46.953+00,2023-02-19 13:59:46.953+00
9030,mkiwa,orphan| lonely person,,"mtoto aliyefiwa na wazazi wake wote, mtu asiyekuwa na ndugu wala jamaa| mtu mpweke",,0,0,2023-02-19 13:59:46.953+00,2023-02-19 13:59:46.953+00
9031,mkizi,brown-grey fish with large scales that jumps,,samaki wa rangi ya kahawia na kijivu mgongoni na magamba makubwa mwenye tabia ya kuruka,,0,0,2023-02-19 13:59:46.953+00,2023-02-19 13:59:46.953+00
9032,mkoa,administrative region,jimbo,eneo la nchi kiutawala ambalo hujumuisha wilaya kadhaa: Mkoa wa Pwani una wilaya sita.,,0,0,2023-02-19 13:59:46.953+00,2023-02-19 13:59:46.953+00
9033,mkoa,rectangular piece of metal,mche,kipande cha madini kwa mfano shaba cha umbo la mstatili,,0,0,2023-02-19 13:59:46.953+00,2023-02-19 13:59:46.953+00
9034,mkoba,bag| doctor's bag| fee charged by a doctor before starting work,,"mfuko uliosukwa au kutengenezwa kwa ngozi wa kuwekea vitu kwa mfano nguo, vitabu, mafaili na kadhalika| mfuko wa mganga wa kuwekea zana zake za kazi kifungua mkoba ada anayotoza mganga kabla ya kuanza kazi",,0,0,2023-02-19 13:59:46.953+00,2023-02-19 13:59:46.953+00
9035,mkoche,palm tree that grows in dry areas whose leaves are used for weaving mats,,mti wa jamii ya mnazi unaoota nchi kame na ambao majani yake hutumiwa kusukia majamvi,,0,0,2023-02-19 13:59:46.953+00,2023-02-19 13:59:46.953+00
9036,mkodi,tenant| lessee,,mtu ambaye hupanga nyumba kwa mkataba| mtu anayechukua kitu na kukitumia kwa muda na kulipa gharama za kukitumia,,0,0,2023-02-19 13:59:46.953+00,2023-02-19 13:59:46.953+00
9037,mkoi,cousin,,"mtoto wa baba mkubwa au baba mdogo, mjomba au shangazi",,0,0,2023-02-19 13:59:46.953+00,2023-02-19 13:59:46.953+00
9038,mkojo,urine,,uchafu wa majimaji yanayojikusanya katika kibofu na kutoka nje kwa njia ya tupu ya mbele ya mtu au mnyama,,0,0,2023-02-19 13:59:46.953+00,2023-02-19 13:59:46.953+00
9039,mkoka,plant from South America whose leaves are used to make cocaine,,mmea unaopatikana Marekani Kusini na ambao majani yake hutengenezwa kokeini,,0,0,2023-02-19 13:59:46.953+00,2023-02-19 13:59:46.953+00
9040,mkokoteni,cart,rukwama,gari la mizigo la kusukumwa au kukokotwa,,0,0,2023-02-19 13:59:46.953+00,2023-02-19 13:59:46.953+00
9041,mkokoto,state of dragging something| mark left on the ground by something dragged,,hali ya kuburuta kitu| alama inayobaki juu ya ardhi ya kitu kilichokokotwa,,0,0,2023-02-19 13:59:46.953+00,2023-02-19 13:59:46.953+00
9042,mkoko,mangrove tree,mkandaa,mti unaoota kando ya bahari na kufanya vichaka vinene unaofaa kujengea na ambao magome yake hutengenezea dawa ya kuhifadhia ngozi za wanyama,,0,0,2023-02-19 13:59:46.953+00,2023-02-19 13:59:46.953+00
9043,mkokotoo,calculation process,,"mchakato wa kukokotoa, tendo la kukokotoa hesabu",,0,0,2023-02-19 13:59:46.953+00,2023-02-19 13:59:46.953+00
9044,mkola,evergreen plant that produces caffeinated fruits,,mmea usiopukutisha majani unaozaa matunda yenye kafeni,,0,0,2023-02-19 13:59:46.953+00,2023-02-19 13:59:46.953+00
9045,mkole,small tree with white trunk,,"mti mdogo wenye shina jeupe, matunda madogo kama buni na mizizi ambayo ni dawa ya kuharisha",,0,0,2023-02-19 13:59:46.953+00,2023-02-19 13:59:46.953+00
9046,mkole,cluster of palm,,"tawi la jamii ya minazi, mitende au michikichi lenye matunda ya mimea hiyo",,0,0,2023-02-19 13:59:46.953+00,2023-02-19 13:59:46.953+00
9047,mkoloni,colonist,,mtu wa taifa la kigeni anayetawala nchi nyingine kwa niaba ya nchi yake,,0,0,2023-02-19 13:59:46.953+00,2023-02-19 13:59:46.953+00
9048,mkologwe,dried and fermented bananas,hangale,ndizi zilizomenywa na kukaushwa,,0,0,2023-02-19 13:59:46.953+00,2023-02-19 13:59:46.953+00
9049,mkoma,tree similar to mkoche,,mti unaofanana na mkoche,,0,0,2023-02-19 13:59:46.953+00,2023-02-19 13:59:46.953+00
9050,mkoma,killer| leprosy patient,muuaji,mtu anayeua watu| mtu mwenye ugonjwa wa ukoma,,0,0,2023-02-19 13:59:46.953+00,2023-02-19 13:59:46.953+00
9051,mkomamanga,orange tree,,"mti unaozaa makomamanga ambayo ni matunda yaliyo duara yenye kugawika katika vijisehemu, ganda lake ni gumu na la rangi ya dhahabu iliyochanganyika na ya machungwa ambayo ni dawa ya kuharisha",,0,0,2023-02-19 13:59:46.954+00,2023-02-19 13:59:46.954+00
9052,mkomafi,tall tree that grows on the seashore with brown fruits,,mti mrefu unaostawi ufukweni mwa bahari unaozaa matunda ya kahawia,,0,0,2023-02-19 13:59:46.954+00,2023-02-19 13:59:46.954+00
9053,mkombo,ship's tiller,kana,mkono wa usukani wa chombo cha majini kwa mfano mashua,,0,0,2023-02-19 13:59:46.954+00,2023-02-19 13:59:46.954+00
9054,mkombozi,liberator| redeemer,,mtu anayewaongoza watu kupigania haki yao ya kuwa huru na kujitawala wenyewe| mtu anayelipa fedha ili kumkomboa mtu aliyetekwa au kitu kilichowekwa rahani,,0,0,2023-02-19 13:59:46.954+00,2023-02-19 13:59:46.954+00
9055,mkomunisti,communist,,mtu ambaye anaamini itikadi ya ukomunisti,,0,0,2023-02-19 13:59:46.954+00,2023-02-19 13:59:46.954+00
9056,mkomwe,plant whose nuts are used as counters in the bao game| flour believed to be fatal if stepped on,,mmea ambao kokwa zake hutumiwa kama vihesabio katika mchezo wa bao| unga unaodaiwa kuwa mtu akiukanyaga hufa,,0,0,2023-02-19 13:59:46.954+00,2023-02-19 13:59:46.954+00
9057,mkondo,current| path made by a person or animal in long grass| electrical current path,,"njia toka sehemu moja iliyo ndani ya waya inayosafirisha umeme mpaka mahali unapotakiwa| njia inayofanywa na mtu au mnyama anapopita katika nyasi ndefu kwa kuzilaza anapozikanyaga| njia inayosafirisha umeme iliyo ndani ya waya mpaka mahali unapotakiwa| ",,0,0,2023-02-19 13:59:46.954+00,2023-02-19 13:59:46.954+00
9058,mkondogeu,alternating current,,njia ya umeme unaobadilishabadilisha mwelekeo,,0,0,2023-02-19 13:59:46.954+00,2023-02-19 13:59:46.954+00
9059,mkondohewa,air current,,njia ambayo hewa yenye joto husafiria,,0,0,2023-02-19 13:59:46.954+00,2023-02-19 13:59:46.954+00
9060,mkonga,elephant's trunk,mwiro,kiungo cha tembo kinachotokeza mbele usoni kama pua ambacho ni kirefu na hukitumia kukamatia vitu,,0,0,2023-02-19 13:59:46.954+00,2023-02-19 13:59:46.954+00
9061,mkonge,long,,samaki mwembamba na mrefu mwenye miba mingi,,0,0,2023-02-19 13:59:46.954+00,2023-02-19 13:59:46.954+00
9062,mkongojo,walking stick,asa,fimbo inayotumiwa na wazee wenye matatizo ya kutembea ili iwasaidie kujikongoja,,0,0,2023-02-19 13:59:46.954+00,2023-02-19 13:59:46.954+00
9063,mkongoto,heavy blow,,pigo kubwa,,0,0,2023-02-19 13:59:46.954+00,2023-02-19 13:59:46.954+00
9064,mkongwe,elderly person,,mtu mwenye umri mkubwa sana,,0,0,2023-02-19 13:59:46.954+00,2023-02-19 13:59:46.954+00
9065,mkoni,soft tree with needle-like leaves,,"mti laini ambao majani yake yamechongoka kama sindano, matawi yameelekea juu mfano wa mkuki na mbao zake hutengenezewa karatasi",,0,0,2023-02-19 13:59:46.954+00,2023-02-19 13:59:46.954+00
9066,mkono,arm| handle| small protruding part of something,dhiraa,"kiungo katika mwili wa kiumbe kinachojitokeza kutoka kwenye bega, hutumiwa kwa shughuli nyingi kwa mfano kushikia vitu| kitu kinachoshika vitu kama mkono| umbo dogo la kitu linalojitokeza kutoka kwenye kitu chenyewe ; : mkono bahari -> sehemu nyembamba ",,0,0,2023-02-19 13:59:46.954+00,2023-02-19 13:59:46.954+00
9067,mkonokono,traditional healer who knows snake venom antidotes,mnunguri,mganga wa jadi mwenye kujua dawa za kutibu sumu ya nyoka,,0,0,2023-02-19 13:59:46.954+00,2023-02-19 13:59:46.954+00
9068,mkonomto,dissenter,,tawi la mto linalochipuka kutoka kwenye mto,,0,0,2023-02-19 13:59:46.954+00,2023-02-19 13:59:46.954+00
9069,mkomo,state of opposition,,ungaunga ambao huaminika kuwa ukipulizwa na kisha jina la mtu likatajwa mtu huyo huzirai,,0,0,2023-02-19 13:59:46.954+00,2023-02-19 13:59:46.954+00
